Event ID,TItle,Event description,Venue,Address,City,Event Date ,Time Normalized,Start DateTime,End DateTime,Time Display,Time of Day,Age Tags Clean,Age Simple,Category Clean,Category Tags,Category Order,Cost,Image URL,Event URL,Source,Imported at,Approved,Is Past,Is Live,Verified by Puddles,Last Checked Date,	Checked By,Check Method,Verification Status,	Internal Notes,Longtitide,Display location,Display Location Short,Event Preview,Today,Tomorrow,This Weekend,Day Tag,Happening Now,Starting Soon,Card Substitute,Short Title,Calendar Link,,,,Date Match,🔐 Softr Record ID
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
,,,,,,,,,,,,,,Other,Other,8,,,,,,FALSE,FALSE,FALSE,,,,,,,,📍 ,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,https://calendar.google.com/calendar/render?action=TEMPLATE&text=&dates=/&details=%F0%9F%93%8D%20&location=,,,,,
